date,precipitation_mm,temperature_c,snow_depth_cm,place
2018-02-25,0.0,-20.2,65.0,Oulu
2018-02-26,0.0,-19.5,65.0,Oulu
2018-02-27,1.8,-27.3,65.0,Oulu
2018-02-28,1.2,-24.7,65.0,Oulu
2018-03-01,0.0,-16.9,65.0,Oulu
2018-03-02,0.0,-18.5,65.0,Oulu
2018-03-03,0.5,-17.4,65.0,Oulu
2018-03-04,1.1,-14.8,65.0,Oulu
2018-03-05,0.6,-19.5,65.0,Oulu
2018-03-06,1.1,-14.0,65.0,Oulu
2018-03-07,0.0,-10.5,65.0,Oulu
2018-03-08,0.1,-14.2,65.0,Oulu
2018-03-09,0.0,-15.9,65.0,Oulu
2018-03-10,1.2,-16.7,65.0,Oulu
2018-03-11,0.0,-15.6,65.0,Oulu
2018-03-12,0.2,-15.3,65.0,Oulu
2018-03-13,0.9,-15.3,65.0,Oulu
2018-03-14,0.0,-17.7,65.0,Oulu
2018-03-15,0.1,-13.4,65.0,Oulu
2018-03-16,0.0,-13.5,65.0,Oulu
2018-03-17,0.0,-10.3,65.0,Oulu
2018-03-18,3.4,-11.8,65.0,Oulu
2018-03-19,0.5,-14.7,65.0,Oulu
2018-03-20,0.1,-15.2,65.0,Oulu
2018-03-21,0.0,-12.0,65.0,Oulu
2018-03-22,1.4,-13.8,65.0,Oulu
2018-03-23,0.0,-10.8,65.0,Oulu
2018-03-24,0.0,-12.4,65.0,Oulu
2018-03-25,0.0,-7.1,65.0,Oulu
2018-03-26,0.4,-8.4,65.0,Oulu
2018-03-27,1.7,-7.0,65.0,Oulu
2018-03-28,1.0,-9.5,65.0,Oulu
2018-03-29,0.0,-8.2,65.0,Oulu
2018-03-30,0.0,-6.0,65.0,Oulu
2018-03-31,1.3,-6.9,65.0,Oulu
2018-04-01,0.6,-5.6,65.0,Oulu
2018-04-02,0.0,-8.7,65.0,Oulu
2018-04-03,0.8,-4.5,65.0,Oulu
2018-04-04,0.0,-7.7,65.0,Oulu
2018-04-05,0.0,-0.6,65.0,Oulu
2018-04-06,1.7,-4.9,65.0,Oulu
2018-04-07,0.2,-2.2,65.0,Oulu
2018-04-08,0.4,-5.7,65.0,Oulu
2018-04-09,0.0,-4.7,65.0,Oulu
2018-04-10,0.0,-4.5,65.0,Oulu
2018-04-11,0.0,-7.8,65.0,Oulu
2018-04-12,0.0,-9.6,65.0,Oulu
2018-04-13,0.0,-3.3,65.0,Oulu
2018-04-14,0.0,-7.0,65.0,Oulu
2018-04-15,1.5,-1.1,65.0,Oulu
2018-04-16,0.0,-1.9,65.0,Oulu
2018-04-17,0.0,-8.2,65.0,Oulu
2018-04-18,0.3,-2.1,65.0,Oulu
2018-04-19,1.0,-0.4,65.0,Oulu
2018-04-20,1.4,3.5,57.4,Oulu
2018-04-21,0.0,-0.8,57.4,Oulu
2018-04-22,0.0,-3.4,57.4,Oulu
2018-04-23,0.8,-3.4,57.9,Oulu
2018-04-24,0.0,0.1,57.9,Oulu
2018-04-25,0.0,-0.7,57.9,Oulu
2018-04-26,0.0,1.6,57.9,Oulu
2018-04-27,1.4,2.9,53.6,Oulu
2018-04-28,1.8,4.1,43.0,Oulu
2018-04-29,0.0,4.5,30.4,Oulu
2018-04-30,0.0,1.9,30.4,Oulu
2018-05-01,0.0,5.3,13.8,Oulu
2018-05-02,0.0,0.2,13.8,Oulu
2018-05-03,0.5,4.7,0.2,Oulu
2018-05-04,2.0,5.2,0.0,Oulu
2018-05-05,0.1,5.3,0.0,Oulu
2018-05-06,0.2,2.7,0.0,Oulu
2018-05-07,0.0,3.2,0.0,Oulu
2018-05-08,0.9,7.5,0.0,Oulu
2018-05-09,0.4,5.1,0.0,Oulu
2018-05-10,1.9,7.9,0.0,Oulu
2018-05-11,1.0,5.1,0.0,Oulu
2018-05-12,1.3,14.0,0.0,Oulu
2018-05-13,0.0,6.5,0.0,Oulu
2018-05-14,0.8,10.4,0.0,Oulu
2018-05-15,0.0,13.6,0.0,Oulu
2018-05-16,0.8,10.7,0.0,Oulu
2018-05-17,0.0,7.2,0.0,Oulu
2018-05-18,0.7,8.1,0.0,Oulu
2018-05-19,0.1,0.3,0.0,Oulu
2018-05-20,0.6,2.9,0.0,Oulu
2018-05-21,0.0,8.9,0.0,Oulu
2018-05-22,0.0,7.7,0.0,Oulu
2018-05-23,2.2,6.6,0.0,Oulu
2018-05-24,0.3,9.7,0.0,Oulu
2018-05-25,0.0,8.3,0.0,Oulu
2018-05-26,0.0,7.5,0.0,Oulu
2018-05-27,0.0,12.6,0.0,Oulu
2018-05-28,0.9,7.0,0.0,Oulu
2018-05-29,1.5,12.1,0.0,Oulu
2018-05-30,3.5,11.2,0.0,Oulu
2018-05-31,0.0,14.1,0.0,Oulu
2018-06-01,0.2,9.6,0.0,Oulu
2018-06-02,0.0,7.6,0.0,Oulu
2018-06-03,1.7,9.5,0.0,Oulu
2018-06-04,1.4,11.1,0.0,Oulu
2018-06-05,0.4,13.8,0.0,Oulu
2018-06-06,1.3,13.4,0.0,Oulu
2018-06-07,0.0,10.9,0.0,Oulu
2018-06-08,0.0,11.4,0.0,Oulu
2018-06-09,1.4,13.4,0.0,Oulu
2018-06-10,0.8,14.3,0.0,Oulu
2018-06-11,2.7,12.6,0.0,Oulu
2018-06-12,1.5,12.5,0.0,Oulu
2018-06-13,1.1,12.5,0.0,Oulu
2018-06-14,3.3,12.6,0.0,Oulu
2018-06-15,1.6,12.6,0.0,Oulu
2018-06-16,0.0,9.5,0.0,Oulu
2018-06-17,0.9,7.9,0.0,Oulu
2018-06-18,1.7,9.8,0.0,Oulu
2018-06-19,2.6,10.8,0.0,Oulu
2018-06-20,0.5,13.6,0.0,Oulu
2018-06-21,0.0,11.3,0.0,Oulu
2018-06-22,1.7,12.5,0.0,Oulu
2018-06-23,0.2,12.1,0.0,Oulu
2018-06-24,0.0,13.1,0.0,Oulu
2018-06-25,1.1,10.8,0.0,Oulu
2018-06-26,0.8,10.0,0.0,Oulu
2018-06-27,0.0,7.6,0.0,Oulu
2018-06-28,0.1,12.5,0.0,Oulu
2018-06-29,3.6,4.2,0.0,Oulu
2018-06-30,0.0,12.0,0.0,Oulu
2018-07-01,0.7,13.7,0.0,Oulu
2018-07-02,0.0,11.0,0.0,Oulu
2018-07-03,0.1,12.2,0.0,Oulu
2018-07-04,0.2,10.1,0.0,Oulu
2018-07-05,1.2,11.1,0.0,Oulu
2018-07-06,0.0,10.5,0.0,Oulu
2018-07-07,0.0,12.6,0.0,Oulu
2018-07-08,0.0,10.0,0.0,Oulu
2018-07-09,0.0,7.6,0.0,Oulu
2018-07-10,0.6,11.2,0.0,Oulu
2018-07-11,1.4,9.9,0.0,Oulu
2018-07-12,1.6,8.3,0.0,Oulu
2018-07-13,0.6,11.5,0.0,Oulu
2018-07-14,0.0,14.7,0.0,Oulu
2018-07-15,0.3,10.7,0.0,Oulu
2018-07-16,0.6,11.4,0.0,Oulu
2018-07-17,4.5,9.6,0.0,Oulu
2018-07-18,0.0,12.6,0.0,Oulu
2018-07-19,0.0,10.4,0.0,Oulu
2018-07-20,0.0,7.2,0.0,Oulu
2018-07-21,0.0,9.8,0.0,Oulu
2018-07-22,0.0,9.2,0.0,Oulu
2018-07-23,3.6,6.9,0.0,Oulu
2018-07-24,1.0,10.8,0.0,Oulu
2018-07-25,0.0,4.3,0.0,Oulu
2018-07-26,0.0,8.1,0.0,Oulu
2018-07-27,1.5,5.8,0.0,Oulu
2018-07-28,0.0,2.6,0.0,Oulu
2018-07-29,0.0,6.7,0.0,Oulu
2018-07-30,0.0,5.1,0.0,Oulu
2018-07-31,1.6,4.4,0.0,Oulu
2018-08-01,0.0,2.9,0.0,Oulu
2018-08-02,0.9,10.3,0.0,Oulu
2018-08-03,0.0,-1.2,0.0,Oulu
2018-08-04,0.0,-0.7,0.0,Oulu
2018-08-05,0.0,5.7,0.0,Oulu
2018-08-06,3.9,5.2,0.0,Oulu
2018-08-07,0.0,0.3,0.0,Oulu
2018-08-08,0.0,1.9,0.0,Oulu
2018-08-09,0.4,4.7,0.0,Oulu
2018-08-10,0.8,2.1,0.0,Oulu
2018-08-11,0.0,4.4,0.0,Oulu
2018-08-12,1.9,2.0,0.0,Oulu
2018-08-13,0.0,0.5,0.0,Oulu
2018-08-14,0.0,-2.2,0.0,Oulu
2018-08-15,0.0,0.9,0.0,Oulu
2018-08-16,0.0,-0.9,0.0,Oulu
2018-08-17,0.2,2.8,0.0,Oulu
2018-08-18,2.5,2.4,0.0,Oulu
2018-08-19,0.0,-1.0,0.0,Oulu
2018-08-20,1.9,-0.8,1.3,Oulu
2018-08-21,0.0,-2.0,1.3,Oulu
2018-08-22,0.0,-2.8,1.3,Oulu
2018-08-23,3.2,-4.5,3.6,Oulu
2018-08-24,0.9,-2.1,4.2,Oulu
2018-08-25,3.6,-3.3,6.7,Oulu
2018-08-26,0.6,0.7,6.7,Oulu
2018-08-27,0.2,-4.3,6.9,Oulu
2018-08-28,0.0,2.2,5.8,Oulu
2018-08-29,0.2,0.3,5.8,Oulu
2018-08-30,1.1,-6.4,6.6,Oulu
2018-08-31,0.0,-5.2,6.6,Oulu
2018-09-01,0.0,-9.3,6.6,Oulu
2018-09-02,0.0,-6.8,6.6,Oulu
2018-09-03,0.0,-5.3,6.6,Oulu
2018-09-04,3.7,-6.1,9.1,Oulu
2018-09-05,0.4,-9.0,9.5,Oulu
2018-09-06,3.2,-7.6,11.7,Oulu
2018-09-07,2.3,-6.6,13.3,Oulu
2018-09-08,0.8,-8.6,13.9,Oulu
2018-09-09,1.0,-5.3,14.6,Oulu
2018-09-10,3.1,-9.3,16.7,Oulu
2018-09-11,0.0,-13.5,16.7,Oulu
2018-09-12,0.0,-13.9,16.7,Oulu
2018-09-13,2.1,-11.3,18.2,Oulu
2018-09-14,0.1,-13.7,18.3,Oulu
2018-09-15,0.2,-15.2,18.4,Oulu
2018-09-16,1.1,-12.6,19.2,Oulu
2018-09-17,0.0,-10.0,19.2,Oulu
2018-09-18,4.4,-13.6,22.2,Oulu
2018-09-19,0.9,-12.0,22.9,Oulu
2018-09-20,0.9,-9.7,23.5,Oulu
2018-09-21,0.7,-12.7,24.0,Oulu
2018-09-22,0.6,-16.4,24.4,Oulu
2018-09-23,0.2,-14.6,24.5,Oulu
2018-09-24,1.7,-16.0,25.7,Oulu
2018-09-25,0.5,-14.1,26.1,Oulu
2018-09-26,0.8,-15.3,26.6,Oulu
2018-09-27,0.0,-16.9,26.6,Oulu
2018-09-28,0.7,-16.4,27.1,Oulu
2018-09-29,0.0,-17.8,27.1,Oulu
2018-09-30,0.0,-21.4,27.1,Oulu
2018-10-01,0.0,-22.7,27.1,Oulu
2018-10-02,0.0,-16.0,27.1,Oulu
2018-10-03,0.6,-16.0,27.6,Oulu
2018-10-04,2.5,-18.5,29.3,Oulu
2018-10-05,0.3,-17.1,29.6,Oulu
2018-10-06,0.0,-15.5,29.6,Oulu
2018-10-07,0.3,-21.3,29.7,Oulu
2018-10-08,0.0,-22.4,29.7,Oulu
2018-10-09,1.1,-19.2,30.5,Oulu
2018-10-10,0.1,-17.9,30.6,Oulu
2018-10-11,1.6,-23.4,31.7,Oulu
2018-10-12,0.0,-18.5,31.7,Oulu
2018-10-13,0.0,-23.5,31.7,Oulu
2018-10-14,0.0,-22.3,31.7,Oulu
2018-10-15,0.0,-24.2,31.7,Oulu
2018-10-16,0.6,-23.0,32.1,Oulu
2018-10-17,0.0,-26.6,32.1,Oulu
2018-10-18,0.0,-21.8,32.1,Oulu
2018-10-19,4.2,-28.8,35.1,Oulu
2018-10-20,1.7,-27.4,36.2,Oulu
2018-10-21,0.0,-22.2,36.2,Oulu
2018-10-22,0.2,-20.1,36.4,Oulu
2018-10-23,2.8,-27.4,38.3,Oulu
2018-10-24,1.4,-22.6,39.3,Oulu
2018-10-25,0.0,-23.5,39.3,Oulu
2018-10-26,0.1,-26.1,39.4,Oulu
2018-10-27,1.5,-28.6,40.4,Oulu
2018-10-28,1.9,-24.2,41.7,Oulu
2018-10-29,0.0,-28.5,41.7,Oulu
2018-10-30,0.0,-27.2,41.7,Oulu
2018-10-31,4.4,-34.1,44.8,Oulu
2018-11-01,0.4,-30.0,45.1,Oulu
2018-11-02,0.1,-30.8,45.1,Oulu
2018-11-03,2.3,-29.2,46.7,Oulu
2018-11-04,0.0,-30.6,46.7,Oulu
2018-11-05,0.1,-31.4,46.8,Oulu
2018-11-06,0.0,-30.4,46.8,Oulu
2018-11-07,0.4,-32.6,47.1,Oulu
2018-11-08,0.0,-35.1,47.1,Oulu
2018-11-09,0.9,-32.3,47.7,Oulu
2018-11-10,0.0,-32.0,47.7,Oulu
2018-11-11,0.0,-29.8,47.7,Oulu
2018-11-12,0.4,-32.4,48.0,Oulu
2018-11-13,0.0,-31.2,48.0,Oulu
2018-11-14,2.4,-34.2,49.7,Oulu
2018-11-15,0.0,-32.6,49.7,Oulu
2018-11-16,0.2,-37.1,49.8,Oulu
2018-11-17,9.0,-34.6,56.1,Oulu
2018-11-18,1.5,-40.0,57.1,Oulu
2018-11-19,0.0,-36.4,57.1,Oulu
2018-11-20,0.0,-36.8,57.1,Oulu
2018-11-21,1.0,-32.2,57.8,Oulu
2018-11-22,1.0,-33.0,58.5,Oulu
2018-11-23,0.6,-31.4,58.9,Oulu
2018-11-24,0.0,-37.6,58.9,Oulu
2018-11-25,0.0,-32.4,58.9,Oulu
2018-11-26,3.8,-36.0,61.6,Oulu
2018-11-27,0.0,-30.2,61.6,Oulu
2018-11-28,2.9,-35.3,63.6,Oulu
2018-11-29,0.0,-30.9,63.6,Oulu
2018-11-30,0.0,-27.9,63.6,Oulu
2018-12-01,0.0,-34.1,63.6,Oulu
2018-12-02,0.1,-30.8,63.7,Oulu
2018-12-03,0.3,-36.2,63.9,Oulu
2018-12-04,0.0,-32.2,63.9,Oulu
2018-12-05,0.3,-35.7,64.1,Oulu
2018-12-06,0.0,-34.2,64.1,Oulu
2018-12-07,3.0,-34.4,65.0,Oulu
2018-12-08,0.0,-36.2,65.0,Oulu
2018-12-09,0.0,-39.5,65.0,Oulu
2018-12-10,0.0,-39.3,65.0,Oulu
2018-12-11,0.0,-33.0,65.0,Oulu
2018-12-12,0.0,-35.5,65.0,Oulu
2018-12-13,0.0,-33.5,65.0,Oulu
2018-12-14,2.9,-37.2,65.0,Oulu
2018-12-15,0.0,-36.9,65.0,Oulu
2018-12-16,3.5,-36.9,65.0,Oulu
2018-12-17,2.3,-40.2,65.0,Oulu
2018-12-18,0.1,-36.9,65.0,Oulu
2018-12-19,0.5,-36.8,65.0,Oulu
2018-12-20,0.5,-36.0,65.0,Oulu
2018-12-21,0.0,-36.5,65.0,Oulu
2018-12-22,0.0,-32.5,65.0,Oulu
2018-12-23,0.0,-37.3,65.0,Oulu
2018-12-24,0.0,-33.7,65.0,Oulu
2018-12-25,0.1,-35.0,65.0,Oulu
2018-12-26,0.0,-35.6,65.0,Oulu
2018-12-27,0.1,-33.7,65.0,Oulu
2018-12-28,0.0,-36.3,65.0,Oulu
2018-12-29,0.0,-36.7,65.0,Oulu
2018-12-30,0.4,-36.2,65.0,Oulu
2018-12-31,0.0,-34.7,65.0,Oulu
2019-01-01,0.1,-40.1,65.0,Oulu
2019-01-02,0.0,-35.9,65.0,Oulu
2019-01-03,0.0,-33.7,65.0,Oulu
2019-01-04,0.0,-35.3,65.0,Oulu
2019-01-05,0.1,-34.9,65.0,Oulu
2019-01-06,0.0,-33.9,65.0,Oulu
2019-01-07,0.8,-34.7,65.0,Oulu
2019-01-08,0.9,-38.9,65.0,Oulu
2019-01-09,2.6,-31.0,65.0,Oulu
2019-01-10,2.9,-28.0,65.0,Oulu
2019-01-11,1.3,-30.6,65.0,Oulu
2019-01-12,1.1,-34.8,65.0,Oulu
2019-01-13,1.4,-36.3,65.0,Oulu
2019-01-14,0.0,-30.1,65.0,Oulu
2019-01-15,0.0,-33.4,65.0,Oulu
2019-01-16,0.0,-31.2,65.0,Oulu
2019-01-17,0.9,-35.9,65.0,Oulu
2019-01-18,0.0,-31.9,65.0,Oulu
2019-01-19,0.0,-32.0,65.0,Oulu
2019-01-20,0.0,-29.3,65.0,Oulu
2019-01-21,0.0,-30.5,65.0,Oulu
2019-01-22,1.2,-31.9,65.0,Oulu
2019-01-23,0.3,-27.4,65.0,Oulu
2019-01-24,1.6,-32.6,65.0,Oulu
2019-01-25,0.0,-27.8,65.0,Oulu
2019-01-26,0.0,-30.0,65.0,Oulu
2019-01-27,0.0,-29.3,65.0,Oulu
2019-01-28,0.0,-23.5,65.0,Oulu
2019-01-29,0.5,-36.0,65.0,Oulu
2019-01-30,0.3,-33.9,65.0,Oulu
2019-01-31,0.0,-27.2,65.0,Oulu
2019-02-01,0.4,-27.5,65.0,Oulu
2019-02-02,0.0,-29.2,65.0,Oulu
2019-02-03,0.0,-26.5,65.0,Oulu
2019-02-04,0.5,-31.8,65.0,Oulu
2019-02-05,0.0,-23.8,65.0,Oulu
2019-02-06,0.7,-24.9,65.0,Oulu
2019-02-07,0.7,-23.8,65.0,Oulu
2019-02-08,0.0,-31.7,65.0,Oulu
2019-02-09,1.1,-24.8,65.0,Oulu
2019-02-10,0.2,-27.1,65.0,Oulu
2019-02-11,0.2,-20.8,65.0,Oulu
2019-02-12,0.0,-25.8,65.0,Oulu
2019-02-13,0.0,-28.3,65.0,Oulu
2019-02-14,1.0,-24.3,65.0,Oulu
2019-02-15,0.1,-29.7,65.0,Oulu
2019-02-16,0.0,-22.4,65.0,Oulu
2019-02-17,3.2,-25.8,65.0,Oulu
2019-02-18,1.6,-24.8,65.0,Oulu
2019-02-19,1.5,-23.4,65.0,Oulu
2019-02-20,0.0,-24.4,65.0,Oulu
2019-02-21,0.0,-19.2,65.0,Oulu
2019-02-22,2.1,-23.6,65.0,Oulu
2019-02-23,0.0,-21.2,65.0,Oulu
2019-02-24,0.0,-20.7,65.0,Oulu
2019-02-25,0.0,-21.7,65.0,Oulu
2019-02-26,0.3,-23.3,65.0,Oulu
2019-02-27,0.0,-26.7,65.0,Oulu
2019-02-28,0.0,-17.8,65.0,Oulu
2019-03-01,1.8,-22.8,65.0,Oulu
2019-03-02,0.0,-14.8,65.0,Oulu
2019-03-03,0.6,-21.0,65.0,Oulu
2019-03-04,0.2,-15.8,65.0,Oulu
2019-03-05,0.0,-18.3,65.0,Oulu
2019-03-06,0.0,-14.3,65.0,Oulu
2019-03-07,0.0,-16.9,65.0,Oulu
2019-03-08,0.1,-16.2,65.0,Oulu
2019-03-09,1.5,-19.9,65.0,Oulu
2019-03-10,0.0,-14.7,65.0,Oulu
2019-03-11,0.0,-13.8,65.0,Oulu
2019-03-12,0.0,-15.3,65.0,Oulu
2019-03-13,0.0,-12.6,65.0,Oulu
2019-03-14,2.2,-13.9,65.0,Oulu
2019-03-15,0.8,-11.5,65.0,Oulu
2019-03-16,0.0,-13.8,65.0,Oulu
2019-03-17,0.0,-10.9,65.0,Oulu
2019-03-18,0.5,-12.6,65.0,Oulu
2019-03-19,0.0,-7.7,65.0,Oulu
2019-03-20,0.0,-13.3,65.0,Oulu
2019-03-21,0.0,-12.2,65.0,Oulu
2019-03-22,1.8,-13.2,65.0,Oulu
2019-03-23,0.0,-12.1,65.0,Oulu
2019-03-24,0.0,-12.0,65.0,Oulu
2019-03-25,0.0,-5.2,65.0,Oulu
2019-03-26,0.0,-4.7,65.0,Oulu
2019-03-27,1.2,-9.8,65.0,Oulu
2019-03-28,0.3,-5.5,65.0,Oulu
2019-03-29,0.0,-9.1,65.0,Oulu
2019-03-30,0.0,-7.2,65.0,Oulu
2019-03-31,0.0,-4.0,65.0,Oulu
2019-04-01,0.0,-8.0,65.0,Oulu
2019-04-02,1.2,-9.5,65.0,Oulu
2019-04-03,0.2,-5.4,65.0,Oulu
2019-04-04,2.3,-8.2,65.0,Oulu
2019-04-05,0.0,-5.7,65.0,Oulu
2019-04-06,1.1,-4.6,65.0,Oulu
2019-04-07,0.0,-3.3,65.0,Oulu
2019-04-08,2.8,-2.9,65.0,Oulu
2019-04-09,0.6,-3.4,65.0,Oulu
2019-04-10,0.0,-1.6,65.0,Oulu
2019-04-11,0.0,0.5,65.0,Oulu
2019-04-12,0.0,-0.9,65.0,Oulu
2019-04-13,0.0,0.0,65.0,Oulu
2019-04-14,0.5,-4.5,65.0,Oulu
2019-04-15,0.0,-1.3,65.0,Oulu
2019-04-16,0.0,-0.4,65.0,Oulu
2019-04-17,0.0,4.7,51.4,Oulu
2019-04-18,3.4,-6.2,53.8,Oulu
2019-04-19,0.0,1.9,53.8,Oulu
2019-04-20,0.0,1.4,53.8,Oulu
2019-04-21,0.0,2.2,52.7,Oulu
2019-04-22,0.0,-2.7,52.7,Oulu
2019-04-23,0.5,1.6,52.7,Oulu
2019-04-24,0.2,6.1,32.1,Oulu
2019-04-25,0.0,-1.1,32.1,Oulu
2019-04-26,0.0,3.9,22.6,Oulu
2019-04-27,0.0,1.0,22.6,Oulu
2019-04-28,0.0,7.0,0.0,Oulu
2019-04-29,1.1,5.2,0.0,Oulu
2019-04-30,1.6,4.6,0.0,Oulu
2019-05-01,0.0,1.9,0.0,Oulu
2019-05-02,0.9,3.7,0.0,Oulu
2019-05-03,0.1,3.5,0.0,Oulu
2019-05-04,0.0,2.5,0.0,Oulu
2019-05-05,2.1,4.6,0.0,Oulu
2019-05-06,0.4,0.4,0.0,Oulu
2019-05-07,0.0,7.4,0.0,Oulu
2019-05-08,0.7,4.8,0.0,Oulu
2019-05-09,0.0,4.4,0.0,Oulu
2019-05-10,0.0,2.8,0.0,Oulu
2019-05-11,0.1,7.7,0.0,Oulu
2019-05-12,4.0,11.7,0.0,Oulu
2019-05-13,0.0,6.4,0.0,Oulu
2019-05-14,0.0,10.9,0.0,Oulu
2019-05-15,0.1,9.1,0.0,Oulu
2019-05-16,0.0,7.5,0.0,Oulu
2019-05-17,3.7,13.0,0.0,Oulu
2019-05-18,0.0,4.0,0.0,Oulu
2019-05-19,1.0,8.9,0.0,Oulu
2019-05-20,0.0,7.9,0.0,Oulu
2019-05-21,0.0,9.8,0.0,Oulu
2019-05-22,1.7,6.3,0.0,Oulu
2019-05-23,0.4,11.4,0.0,Oulu
2019-05-24,0.0,5.5,0.0,Oulu
2019-05-25,1.2,11.4,0.0,Oulu
2019-05-26,0.0,8.7,0.0,Oulu
2019-05-27,0.0,11.2,0.0,Oulu
2019-05-28,0.0,8.5,0.0,Oulu
2019-05-29,0.0,8.3,0.0,Oulu
2019-05-30,0.0,14.5,0.0,Oulu
2019-05-31,0.1,14.9,0.0,Oulu
2019-06-01,1.2,8.0,0.0,Oulu
2019-06-02,0.0,11.3,0.0,Oulu
2019-06-03,0.6,13.0,0.0,Oulu
2019-06-04,0.0,11.0,0.0,Oulu
2019-06-05,2.7,11.2,0.0,Oulu
2019-06-06,0.0,13.2,0.0,Oulu
2019-06-07,3.6,12.8,0.0,Oulu
2019-06-08,0.4,10.4,0.0,Oulu
2019-06-09,0.9,13.0,0.0,Oulu
2019-06-10,4.4,11.0,0.0,Oulu
2019-06-11,1.4,10.9,0.0,Oulu
2019-06-12,0.4,10.0,0.0,Oulu
2019-06-13,5.8,10.0,0.0,Oulu
2019-06-14,2.4,12.6,0.0,Oulu
2019-06-15,0.0,8.1,0.0,Oulu
2019-06-16,1.3,8.1,0.0,Oulu
2019-06-17,1.2,11.6,0.0,Oulu
2019-06-18,0.0,12.0,0.0,Oulu
2019-06-19,0.0,9.4,0.0,Oulu
2019-06-20,1.6,16.4,0.0,Oulu
2019-06-21,0.4,10.1,0.0,Oulu
2019-06-22,0.6,10.3,0.0,Oulu
2019-06-23,1.2,10.1,0.0,Oulu
2019-06-24,0.0,14.3,0.0,Oulu
2019-06-25,0.0,16.1,0.0,Oulu
2019-06-26,0.0,9.4,0.0,Oulu
2019-06-27,0.3,13.9,0.0,Oulu
2019-06-28,0.0,12.4,0.0,Oulu
2019-06-29,2.4,9.7,0.0,Oulu
2019-06-30,0.0,12.2,0.0,Oulu
2019-07-01,0.0,8.2,0.0,Oulu
2019-07-02,0.0,10.8,0.0,Oulu
2019-07-03,1.7,8.8,0.0,Oulu
2019-07-04,3.9,10.3,0.0,Oulu
2019-07-05,0.1,11.2,0.0,Oulu
2019-07-06,0.7,14.7,0.0,Oulu
2019-07-07,0.0,11.0,0.0,Oulu
2019-07-08,0.0,8.2,0.0,Oulu
2019-07-09,0.0,10.6,0.0,Oulu
2019-07-10,0.0,5.2,0.0,Oulu
2019-07-11,0.0,12.4,0.0,Oulu
2019-07-12,5.6,8.1,0.0,Oulu
2019-07-13,0.3,14.7,0.0,Oulu
2019-07-14,2.7,12.0,0.0,Oulu
2019-07-15,0.0,9.8,0.0,Oulu
2019-07-16,1.4,8.6,0.0,Oulu
2019-07-17,2.6,8.1,0.0,Oulu
2019-07-18,0.0,8.1,0.0,Oulu
2019-07-19,0.1,8.8,0.0,Oulu
2019-07-20,0.0,7.6,0.0,Oulu
2019-07-21,0.3,9.7,0.0,Oulu
2019-07-22,3.6,11.8,0.0,Oulu
2019-07-23,5.5,8.2,0.0,Oulu
2019-07-24,0.0,10.4,0.0,Oulu
2019-07-25,1.9,4.1,0.0,Oulu
2019-07-26,0.0,8.1,0.0,Oulu
2019-07-27,0.0,7.1,0.0,Oulu
2019-07-28,1.7,3.2,0.0,Oulu
2019-07-29,3.4,5.7,0.0,Oulu
2019-07-30,1.0,8.3,0.0,Oulu
2019-07-31,2.1,-0.9,1.5,Oulu
2019-08-01,0.0,5.1,0.0,Oulu
2019-08-02,0.7,4.1,0.0,Oulu
2019-08-03,0.0,5.6,0.0,Oulu
2019-08-04,0.0,6.9,0.0,Oulu
2019-08-05,0.2,6.1,0.0,Oulu
2019-08-06,2.6,6.5,0.0,Oulu
2019-08-07,1.8,6.7,0.0,Oulu
2019-08-08,0.0,2.5,0.0,Oulu
2019-08-09,0.0,-3.0,0.0,Oulu
2019-08-10,0.0,4.5,0.0,Oulu
2019-08-11,0.1,-0.1,0.1,Oulu
2019-08-12,0.0,2.8,0.0,Oulu
2019-08-13,0.7,-1.8,0.5,Oulu
2019-08-14,0.1,-0.4,0.6,Oulu
2019-08-15,1.4,2.5,0.0,Oulu
2019-08-16,0.8,-0.4,0.6,Oulu
2019-08-17,0.0,-3.8,0.6,Oulu
2019-08-18,0.0,-3.4,0.6,Oulu
2019-08-19,0.0,2.5,0.0,Oulu
2019-08-20,0.5,-1.6,0.3,Oulu
2019-08-21,0.5,-1.9,0.7,Oulu
2019-08-22,0.0,-3.0,0.7,Oulu
2019-08-23,0.0,-5.7,0.7,Oulu
2019-08-24,0.0,-2.9,0.7,Oulu
2019-08-25,0.0,0.5,0.7,Oulu
2019-08-26,1.7,-5.0,1.9,Oulu
2019-08-27,0.0,-8.1,1.9,Oulu
2019-08-28,1.5,-1.9,3.0,Oulu
2019-08-29,0.4,-4.0,3.2,Oulu
2019-08-30,2.1,-4.1,4.6,Oulu
2019-08-31,5.5,-4.0,8.5,Oulu
2019-09-01,0.1,-9.7,8.6,Oulu
2019-09-02,0.8,-6.1,9.2,Oulu
2019-09-03,0.0,-5.6,9.2,Oulu
2019-09-04,0.0,-6.7,9.2,Oulu
2019-09-05,0.6,-7.1,9.6,Oulu
2019-09-06,0.0,-4.5,9.6,Oulu
2019-09-07,0.0,-6.7,9.6,Oulu
2019-09-08,1.7,-6.7,10.8,Oulu
2019-09-09,1.3,-9.1,11.7,Oulu
2019-09-10,0.7,-15.5,12.2,Oulu
2019-09-11,6.8,-10.3,16.9,Oulu
2019-09-12,0.0,-10.0,16.9,Oulu
2019-09-13,4.0,-10.8,19.7,Oulu
2019-09-14,0.0,-10.9,19.7,Oulu
2019-09-15,2.6,-10.6,21.5,Oulu
